,parent,child,lambda_val,child_size
0,15998,15955,1.956521739130435,1
1,15998,15967,1.9636363636363634,1
2,15998,15978,1.9926199261992619,1
3,15998,72,2.0,1
4,15998,15961,2.030075187969925,1
5,15998,15837,2.0377358490566038,1
6,15998,15950,2.0610687022900764,1
7,15998,15953,2.076923076923077,1
8,15998,15855,2.0849420849420848,1
9,15998,15884,2.093023255813953,1
10,15998,15994,2.1011673151750974,1
11,15998,15988,2.109375,1
12,15998,15906,2.1176470588235294,1
13,15998,15883,2.1259842519685037,1
14,15998,15903,2.1513944223107573,1
15,15998,70,2.1513944223107573,1
16,15998,15984,2.1686746987951806,1
17,15998,15763,2.1774193548387095,1
18,15998,17,2.1774193548387095,1
19,15998,7516,2.1951219512195124,1
20,15998,15999,2.204081632653061,15973
21,15998,16000,2.204081632653061,5
22,15999,15979,2.231404958677686,1
23,16000,15735,2.204081632653061,1
24,16000,15833,2.204081632653061,1
25,16000,15834,2.204081632653061,1
26,16000,15973,2.204081632653061,1
27,16000,15982,2.204081632653061,1
28,15999,15836,2.231404958677686,1
29,15999,9508,2.231404958677686,1
30,15999,15945,2.240663900414938,1
31,15999,15856,2.240663900414938,1
32,15999,15901,2.25,1
33,15999,15736,2.25,1
34,15999,15991,2.2594142259414225,1
35,15999,15904,2.2594142259414225,1
36,15999,15990,2.2594142259414225,1
37,15999,15997,2.26890756302521,1
38,15999,15949,2.26890756302521,1
39,15999,15971,2.2881355932203387,1
40,15999,19,2.2881355932203387,1
41,15999,15761,2.297872340425532,1
42,15999,15843,2.3076923076923075,1
43,15999,15931,2.3076923076923075,1
44,15999,5401,2.3076923076923075,1
45,15999,15959,2.3175965665236054,1
46,15999,7615,2.3175965665236054,1
47,15999,10695,2.3175965665236054,1
48,15999,15783,2.3175965665236054,1
49,15999,7352,2.3175965665236054,1
50,15999,15968,2.3275862068965516,1
51,15999,15965,2.3275862068965516,1
52,15999,15858,2.3275862068965516,1
53,15999,10620,2.3275862068965516,1
54,15999,15910,2.337662337662338,1
55,15999,15915,2.3478260869565215,1
56,15999,15732,2.3478260869565215,1
57,15999,13879,2.3478260869565215,1
58,15999,88,2.3478260869565215,1
59,15999,15976,2.3580786026200875,1
60,15999,15857,2.3580786026200875,1
61,15999,5946,2.3580786026200875,1
62,15999,6371,2.3684210526315788,1
63,15999,9675,2.3684210526315788,1
64,15999,15861,2.3684210526315788,1
65,15999,44,2.3684210526315788,1
66,15999,15975,2.3788546255506606,1
67,15999,8059,2.3788546255506606,1
68,15999,82,2.3788546255506606,1
69,15999,9137,2.3893805309734515,1
70,15999,15781,2.3893805309734515,1
71,15999,15786,2.3893805309734515,1
72,15999,15842,2.3893805309734515,1
73,15999,5238,2.3893805309734515,1
74,15999,8499,2.3893805309734515,1
75,15999,113,2.3893805309734515,1
76,15999,15899,2.4,1
77,15999,6446,2.4,1
78,15999,10227,2.4107142857142856,1
79,15999,15881,2.42152466367713,1
80,15999,15807,2.42152466367713,1
81,15999,16001,2.42152466367713,15900
82,15999,16002,2.42152466367713,19
83,16001,15737,2.4324324324324325,1
84,16001,15920,2.4324324324324325,1
85,16002,77,2.42152466367713,1
86,16001,9777,2.443438914027149,1
87,16001,15827,2.443438914027149,1
88,16001,15995,2.443438914027149,1
89,16002,55,2.511627906976744,1
90,16001,15925,2.4545454545454546,1
91,16002,86,2.6341463414634143,1
92,16001,57,2.4545454545454546,1
93,16001,7562,2.4545454545454546,1
94,16001,15927,2.4545454545454546,1
95,16002,39,2.783505154639175,1
96,16001,5450,2.4657534246575343,1
97,16001,5507,2.4657534246575343,1
98,16001,15715,2.4657534246575343,1
99,16001,15939,2.4657534246575343,1
100,16002,98,2.7979274611398965,1
101,16001,16003,2.477064220183486,15860
102,16001,16004,2.477064220183486,27
103,16002,3,2.8421052631578947,1
104,16003,15773,2.477064220183486,1
105,16003,15777,2.477064220183486,1
106,16004,15879,2.488479262672811,1
107,16002,92,2.918918918918919,1
108,16003,7930,2.477064220183486,1
109,16004,15905,2.511627906976744,1
110,16002,13,2.967032967032967,1
111,16003,5819,2.477064220183486,1
112,16004,16005,2.547169811320755,19
113,16004,16006,2.547169811320755,6
114,16002,104,3.068181818181818,1
115,16003,15928,2.488479262672811,1
116,16003,15985,2.488479262672811,1
117,16005,15942,2.547169811320755,1
118,16006,15849,2.571428571428571,1
119,16002,50,3.3333333333333335,1
120,16002,65,3.3333333333333335,1
121,16002,115,3.3333333333333335,1
122,16003,15764,2.488479262672811,1
123,16003,117,2.488479262672811,1
124,16003,1,2.488479262672811,1
125,16003,59,2.488479262672811,1
126,16005,15893,2.547169811320755,1
127,16006,15888,2.6341463414634143,1
128,16006,15909,2.6341463414634143,1
129,16006,15873,2.6341463414634143,1
130,16006,15914,2.6341463414634143,1
131,16006,15937,2.6341463414634143,1
132,16002,76,3.4394904458598727,1
133,16003,15809,2.5,1
134,16003,15987,2.5,1
135,16005,15916,2.547169811320755,1
136,16002,60,3.552631578947368,1
137,16003,15784,2.5,1
138,16005,15943,2.583732057416268,1
139,16002,8,3.6734693877551026,1
140,16002,81,3.6734693877551026,1
141,16002,109,3.6734693877551026,1
142,16002,25,3.6734693877551026,1
143,16002,30,3.6734693877551026,1
144,16003,16007,2.5,15842
145,16003,16008,2.5,5
146,16005,15863,2.6470588235294117,1
147,16007,15885,2.511627906976744,1
148,16008,5942,2.5,1
149,16008,8056,2.5,1
150,16008,8685,2.5,1
151,16008,10104,2.5,1
152,16008,11265,2.5,1
153,16005,15875,2.6732673267326734,1
154,16007,15762,2.511627906976744,1
155,16007,15882,2.511627906976744,1
156,16005,15867,2.6732673267326734,1
157,16007,10202,2.511627906976744,1
158,16005,15829,2.6732673267326734,1
159,16007,6999,2.511627906976744,1
160,16005,15921,2.7135678391959797,1
161,16007,6582,2.511627906976744,1
162,16005,15933,2.7135678391959797,1
163,16007,5848,2.511627906976744,1
164,16005,15880,2.7411167512690358,1
165,16007,16009,2.5233644859813085,15830
166,16007,16010,2.5233644859813085,5
167,16005,15869,2.783505154639175,1
168,16009,5506,2.5233644859813085,1
169,16009,5626,2.5233644859813085,1
170,16009,7206,2.5233644859813085,1
171,16010,15854,2.5233644859813085,1
172,16010,13859,2.5233644859813085,1
173,16010,9722,2.5233644859813085,1
174,16010,10429,2.5233644859813085,1
175,16010,15930,2.5233644859813085,1
176,16005,15938,2.7979274611398965,1
177,16009,16011,2.535211267605634,15818
178,16009,16012,2.535211267605634,9
179,16005,15851,2.857142857142857,1
180,16011,10107,2.547169811320755,1
181,16011,15719,2.547169811320755,1
182,16011,15852,2.547169811320755,1
183,16011,15952,2.547169811320755,1
184,16012,37,2.535211267605634,1
185,16005,15895,2.872340425531915,1
186,16005,15839,2.872340425531915,1
187,16005,15890,2.872340425531915,1
188,16005,15911,2.872340425531915,1
189,16005,15845,2.872340425531915,1
190,16011,16013,2.5592417061611377,15809
191,16011,16014,2.5592417061611377,5
192,16012,5212,2.535211267605634,1
193,16012,6182,2.535211267605634,1
194,16013,2959,2.5592417061611377,1
195,16013,6768,2.5592417061611377,1
196,16014,15709,2.5592417061611377,1
197,16014,15725,2.5592417061611377,1
198,16014,15866,2.5592417061611377,1
199,16014,15740,2.5592417061611377,1
200,16014,15745,2.5592417061611377,1
201,16012,15944,2.535211267605634,1
202,16013,15924,2.571428571428571,1
203,16012,9472,2.535211267605634,1
204,16012,9691,2.535211267605634,1
205,16012,11023,2.535211267605634,1
206,16012,15723,2.535211267605634,1
207,16012,15758,2.535211267605634,1
208,16013,15897,2.571428571428571,1
209,16013,15826,2.571428571428571,1
210,16013,12372,2.571428571428571,1
211,16013,9844,2.571428571428571,1
212,16013,9307,2.571428571428571,1
213,16013,8806,2.571428571428571,1
214,16013,8659,2.571428571428571,1
215,16013,7123,2.571428571428571,1
216,16013,465,2.571428571428571,1
217,16013,48,2.571428571428571,1
218,16013,16015,2.583732057416268,15780
219,16013,16016,2.583732057416268,16
220,16015,15969,2.5961538461538463,1
221,16016,16017,2.583732057416268,6
222,16016,16018,2.583732057416268,10
223,16015,15320,2.5961538461538463,1
224,16015,10776,2.5961538461538463,1
225,16015,11320,2.5961538461538463,1
226,16017,4,2.583732057416268,1
227,16018,9308,2.583732057416268,1
228,16015,2025,2.5961538461538463,1
229,16015,5417,2.5961538461538463,1
230,16015,6675,2.5961538461538463,1
231,16015,9396,2.5961538461538463,1
232,16017,5190,2.583732057416268,1
233,16017,5440,2.583732057416268,1
234,16017,6253,2.583732057416268,1
235,16017,7078,2.583732057416268,1
236,16017,8379,2.583732057416268,1
237,16018,15956,2.583732057416268,1
238,16018,15830,2.583732057416268,1
239,16018,15838,2.583732057416268,1
240,16018,15844,2.583732057416268,1
241,16015,15964,2.608695652173913,1
242,16018,9775,2.583732057416268,1
243,16018,15790,2.583732057416268,1
244,16018,15746,2.583732057416268,1
245,16018,14233,2.583732057416268,1
246,16018,15712,2.583732057416268,1
247,16015,15947,2.608695652173913,1
248,16015,15738,2.608695652173913,1
249,16015,15902,2.608695652173913,1
250,16015,15158,2.608695652173913,1
251,16015,11393,2.608695652173913,1
252,16015,8902,2.608695652173913,1
253,16015,68,2.608695652173913,1
254,16015,15840,2.621359223300971,1
255,16015,15912,2.621359223300971,1
256,16015,15922,2.621359223300971,1
257,16015,15926,2.621359223300971,1
258,16015,16019,2.621359223300971,15754
259,16015,16020,2.621359223300971,6
260,16019,16021,2.621359223300971,15737
261,16019,16022,2.621359223300971,17
262,16020,15908,2.621359223300971,1
263,16021,16023,2.6341463414634143,15730
264,16021,16024,2.6341463414634143,7
265,16022,6529,2.621359223300971,1
266,16022,8372,2.621359223300971,1
267,16020,9352,2.621359223300971,1
268,16020,10682,2.621359223300971,1
269,16020,11481,2.621359223300971,1
270,16020,11989,2.621359223300971,1
271,16020,14055,2.621359223300971,1
272,16023,16025,2.6470588235294117,15723
273,16023,16026,2.6470588235294117,7
274,16024,7955,2.6341463414634143,1
275,16022,46,2.6470588235294117,1
276,16025,8823,2.6470588235294117,1
277,16026,10364,2.6470588235294117,1
278,16024,8660,2.6341463414634143,1
279,16022,100,2.7272727272727275,1
280,16025,8227,2.6470588235294117,1
281,16026,12822,2.6470588235294117,1
282,16024,10507,2.6341463414634143,1
283,16024,11438,2.6341463414634143,1
284,16024,15734,2.6341463414634143,1
285,16024,15743,2.6341463414634143,1
286,16024,15780,2.6341463414634143,1
287,16022,36,2.7272727272727275,1
288,16025,7530,2.6470588235294117,1
289,16026,15012,2.6470588235294117,1
290,16026,15708,2.6470588235294117,1
291,16026,15951,2.6470588235294117,1
292,16026,15733,2.6470588235294117,1
293,16026,15778,2.6470588235294117,1
294,16022,15,2.8272251308900525,1
295,16022,32,2.8272251308900525,1
296,16025,16027,2.6470588235294117,15714
297,16025,16028,2.6470588235294117,6
298,16022,26,2.872340425531915,1
299,16027,15864,2.6600985221674875,1
300,16028,6504,2.6470588235294117,1
301,16028,6113,2.6470588235294117,1
302,16028,5194,2.6470588235294117,1
303,16028,5969,2.6470588235294117,1
304,16028,7104,2.6470588235294117,1
305,16028,7250,2.6470588235294117,1
306,16022,67,2.872340425531915,1
307,16027,16029,2.6600985221674875,15706
308,16027,16030,2.6600985221674875,7
309,16022,94,2.903225806451613,1
310,16029,107,2.6600985221674875,1
311,16030,15749,2.6600985221674875,1
312,16022,62,2.918918918918919,1
313,16029,15874,2.6732673267326734,1
314,16029,9884,2.6732673267326734,1
315,16029,15014,2.6732673267326734,1
316,16030,11439,2.6600985221674875,1
317,16022,41,3.0337078651685396,1
318,16029,5621,2.6732673267326734,1
319,16029,5887,2.6732673267326734,1
320,16029,8085,2.6732673267326734,1
321,16029,8563,2.6732673267326734,1
322,16030,5712,2.6600985221674875,1
323,16030,7166,2.6600985221674875,1
324,16030,9713,2.6600985221674875,1
325,16030,7614,2.6600985221674875,1
326,16030,7736,2.6600985221674875,1
327,16022,10,3.5999999999999996,1
328,16022,21,3.5999999999999996,1
329,16022,83,3.5999999999999996,1
330,16022,111,3.5999999999999996,1
331,16022,52,3.5999999999999996,1
332,16029,5210,2.6732673267326734,1
333,16029,15957,2.6865671641791042,1
334,16029,14865,2.6865671641791042,1
335,16029,13793,2.6865671641791042,1
336,16029,11557,2.6865671641791042,1
337,16029,12183,2.6865671641791042,1
338,16029,11544,2.6865671641791042,1
339,16029,8297,2.6865671641791042,1
340,16029,7863,2.6865671641791042,1
341,16029,7843,2.6865671641791042,1
342,16029,7074,2.6865671641791042,1
343,16029,16031,2.6865671641791042,15334
344,16029,16032,2.6865671641791042,353
345,16031,10827,2.7,1
346,16032,38,2.6865671641791042,1
347,16031,7688,2.7,1
348,16032,2706,2.6865671641791042,1
349,16031,7055,2.7,1
350,16032,6251,2.769230769230769,1
351,16031,5845,2.7,1
352,16032,6577,2.783505154639175,1
353,16031,16033,2.7135678391959797,15305
354,16031,16034,2.7135678391959797,25
355,16032,7165,2.7979274611398965,1
356,16033,1422,2.7135678391959797,1
357,16034,2270,2.7135678391959797,1
358,16032,5297,2.8272251308900525,1
359,16033,16035,2.7272727272727275,15295
360,16033,16036,2.7272727272727275,9
361,16034,16037,2.7135678391959797,6
362,16034,16038,2.7135678391959797,18
363,16032,7212,2.8421052631578947,1
364,16032,5333,2.8421052631578947,1
365,16032,7061,2.8421052631578947,1
366,16035,6699,2.7272727272727275,1
367,16035,7191,2.7272727272727275,1
368,16036,15980,2.7272727272727275,1
369,16037,7726,2.7135678391959797,1
370,16037,6538,2.7135678391959797,1
371,16037,7567,2.7135678391959797,1
372,16037,14880,2.7135678391959797,1
373,16037,8820,2.7135678391959797,1
374,16037,11598,2.7135678391959797,1
375,16038,15721,2.7135678391959797,1
376,16032,7235,2.857142857142857,1
377,16035,5847,2.7272727272727275,1
378,16036,15948,2.7272727272727275,1
379,16036,15958,2.7272727272727275,1
380,16038,15792,2.7135678391959797,1
381,16032,6556,2.857142857142857,1
382,16035,16039,2.7411167512690358,15281
383,16035,16040,2.7411167512690358,11
384,16036,15779,2.7272727272727275,1
385,16038,15974,2.7135678391959797,1
386,16032,5455,2.967032967032967,1
387,16039,2703,2.7411167512690358,1
388,16040,15795,2.7411167512690358,1
389,16036,7311,2.7272727272727275,1
390,16036,7956,2.7272727272727275,1
391,16036,8277,2.7272727272727275,1
392,16036,13791,2.7272727272727275,1
393,16036,15188,2.7272727272727275,1
394,16038,15828,2.783505154639175,1
395,16032,5630,3.0,1
396,16039,16041,2.7551020408163263,15271
397,16039,16042,2.7551020408163263,9
398,16040,14037,2.7411167512690358,1
399,16038,15917,2.8125,1
400,16032,6275,3.016759776536313,1
401,16041,16043,2.7551020408163263,15264
402,16041,16044,2.7551020408163263,7
403,16042,15815,2.7551020408163263,1
404,16042,15853,2.7551020408163263,1
405,16040,10941,2.7411167512690358,1
406,16038,15896,2.8272251308900525,1
407,16032,6464,3.068181818181818,1
408,16043,5196,2.7551020408163263,1
409,16044,9761,2.7551020408163263,1
410,16042,15729,2.7551020408163263,1
411,16040,10106,2.7411167512690358,1
412,16038,15876,2.872340425531915,1
413,16032,6372,3.121387283236994,1
414,16032,6502,3.121387283236994,1
415,16043,5160,2.7551020408163263,1
416,16043,5164,2.7551020408163263,1
417,16044,6724,2.7551020408163263,1
418,16044,5581,2.7551020408163263,1
419,16044,5423,2.7551020408163263,1
420,16044,5491,2.7551020408163263,1
421,16044,7732,2.7551020408163263,1
422,16044,8066,2.7551020408163263,1
423,16042,15612,2.7551020408163263,1
424,16040,9727,2.7411167512690358,1
425,16038,15824,2.967032967032967,1
426,16038,15932,2.967032967032967,1
427,16032,7034,3.13953488372093,1
428,16043,16045,2.769230769230769,15249
429,16043,16046,2.769230769230769,12
430,16042,12264,2.7551020408163263,1
431,16042,12008,2.7551020408163263,1
432,16042,10804,2.7551020408163263,1
433,16042,11189,2.7551020408163263,1
434,16042,13881,2.7551020408163263,1
435,16040,8708,2.7411167512690358,1
436,16038,15870,2.983425414364641,1
437,16032,5263,3.1578947368421053,1
438,16045,95,2.769230769230769,1
439,16045,736,2.769230769230769,1
440,16045,1412,2.769230769230769,1
441,16046,15755,2.769230769230769,1
442,16046,15811,2.769230769230769,1
443,16040,5753,2.7411167512690358,1
444,16040,3695,2.7411167512690358,1
445,16040,5314,2.7411167512690358,1
446,16040,5430,2.7411167512690358,1
447,16040,6247,2.7411167512690358,1
448,16038,15846,3.0,1
449,16032,7067,3.176470588235294,1
450,16045,11838,2.783505154639175,1
451,16045,15810,2.783505154639175,1
452,16045,13589,2.783505154639175,1
453,16045,15754,2.783505154639175,1
454,16046,5204,2.769230769230769,1
455,16038,15850,3.0337078651685396,1
456,16032,6215,3.176470588235294,1
457,16045,9398,2.783505154639175,1
458,16045,9837,2.783505154639175,1
459,16045,10209,2.783505154639175,1
460,16045,10409,2.783505154639175,1
461,16046,7537,2.769230769230769,1
462,16038,15894,3.068181818181818,1
463,16038,15862,3.068181818181818,1
464,16038,15900,3.068181818181818,1
465,16038,15889,3.068181818181818,1
466,16038,15868,3.068181818181818,1
467,16038,15934,3.068181818181818,1
468,16032,5415,3.176470588235294,1
469,16045,9334,2.783505154639175,1
470,16046,7544,2.769230769230769,1
471,16032,5242,3.176470588235294,1
472,16045,7278,2.783505154639175,1
473,16046,7741,2.769230769230769,1
474,16032,7169,3.1952662721893494,1
475,16045,7041,2.783505154639175,1
476,16046,9215,2.769230769230769,1
477,16032,7134,3.2142857142857144,1
478,16045,6930,2.783505154639175,1
479,16046,9241,2.769230769230769,1
480,16046,9423,2.769230769230769,1
481,16046,10146,2.769230769230769,1
482,16046,11772,2.769230769230769,1
483,16046,15630,2.769230769230769,1
484,16032,5432,3.2335329341317367,1
485,16045,6689,2.783505154639175,1
486,16032,6561,3.2727272727272725,1
487,16045,5953,2.783505154639175,1
488,16032,5865,3.2727272727272725,1
489,16045,5730,2.783505154639175,1
490,16032,6869,3.2926829268292686,1
491,16045,555,2.783505154639175,1
492,16032,6692,3.2926829268292686,1
493,16045,42,2.783505154639175,1
494,16032,5603,3.2926829268292686,1
495,16045,16047,2.7979274611398965,15220
496,16045,16048,2.7979274611398965,9
497,16032,6447,3.312883435582822,1
498,16047,16049,2.7979274611398965,15214
499,16047,16050,2.7979274611398965,6
500,16048,8794,2.7979274611398965,1
501,16048,8832,2.7979274611398965,1
502,16032,5613,3.312883435582822,1
503,16049,12,2.7979274611398965,1
504,16050,5573,2.7979274611398965,1
505,16050,3485,2.7979274611398965,1
506,16050,5419,2.7979274611398965,1
507,16050,6078,2.7979274611398965,1
508,16050,6255,2.7979274611398965,1
509,16050,6970,2.7979274611398965,1
510,16048,8858,2.7979274611398965,1
511,16048,8894,2.7979274611398965,1
512,16032,5733,3.354037267080745,1
513,16032,7302,3.354037267080745,1
514,16049,15962,2.8125,1
515,16048,9467,2.7979274611398965,1
516,16048,10978,2.7979274611398965,1
517,16048,11521,2.7979274611398965,1
518,16048,15357,2.7979274611398965,1
519,16048,15756,2.7979274611398965,1
520,16032,5566,3.375,1
521,16049,16051,2.8125,15206
522,16049,16052,2.8125,6
523,16032,6572,3.417721518987342,1
524,16051,9579,2.8125,1
525,16051,12364,2.8125,1
526,16051,9972,2.8125,1
527,16051,10113,2.8125,1
528,16052,15877,2.8125,1
529,16032,7175,3.4394904458598727,1
530,16051,16053,2.8125,15194
531,16051,16054,2.8125,8
532,16052,15713,2.8125,1
533,16052,13377,2.8125,1
534,16052,13795,2.8125,1
535,16052,15427,2.8125,1
536,16052,15802,2.8125,1
537,16032,5916,3.4394904458598727,1
538,16053,16055,2.8272251308900525,14825
539,16053,16056,2.8272251308900525,369
540,16054,928,2.8125,1
541,16032,5577,3.4394904458598727,1
542,16055,4862,2.8272251308900525,1
543,16055,1545,2.8272251308900525,1
544,16055,2551,2.8272251308900525,1
545,16056,16057,2.8272251308900525,5
546,16056,16058,2.8272251308900525,364
547,16054,4040,2.8125,1
548,16054,5202,2.8125,1
549,16032,5854,3.4615384615384617,1
550,16055,16059,2.8421052631578947,14809
551,16055,16060,2.8421052631578947,13
552,16057,6530,2.8272251308900525,1
553,16057,6364,2.8272251308900525,1
554,16057,5159,2.8272251308900525,1
555,16057,5272,2.8272251308900525,1
556,16057,7680,2.8272251308900525,1
557,16058,8038,2.8272251308900525,1
558,16058,7769,2.8272251308900525,1
559,16058,7869,2.8272251308900525,1
560,16054,6832,2.8125,1
561,16054,7329,2.8125,1
562,16054,7410,2.8125,1
563,16054,9200,2.8125,1
564,16054,9359,2.8125,1
565,16032,7271,3.506493506493506,1
566,16059,7549,2.8421052631578947,1
567,16059,7305,2.8421052631578947,1
568,16059,6796,2.8421052631578947,1
569,16059,7000,2.8421052631578947,1
570,16060,8195,2.8421052631578947,1
571,16060,8405,2.8421052631578947,1
572,16058,8966,2.8272251308900525,1
573,16032,7260,3.506493506493506,1
574,16059,28,2.8421052631578947,1
575,16059,5170,2.8421052631578947,1
576,16060,8713,2.8421052631578947,1
577,16058,16061,2.8272251308900525,350
578,16058,16062,2.8272251308900525,10
579,16032,6594,3.5294117647058822,1
580,16059,16063,2.857142857142857,14788
581,16059,16064,2.857142857142857,15
582,16060,8903,2.8421052631578947,1
583,16061,10500,2.8272251308900525,1
584,16062,10319,2.8272251308900525,1
585,16032,5540,3.552631578947368,1
586,16063,4690,2.857142857142857,1
587,16064,5435,2.857142857142857,1
588,16064,5666,2.857142857142857,1
589,16064,6125,2.857142857142857,1
590,16060,9697,2.8421052631578947,1
591,16061,9955,2.872340425531915,1
592,16062,10832,2.8272251308900525,1
593,16032,6588,3.5999999999999996,1
594,16063,4561,2.857142857142857,1
595,16064,7841,2.857142857142857,1
596,16060,11013,2.8421052631578947,1
597,16061,9673,2.8877005347593587,1
598,16062,11327,2.8272251308900525,1
599,16032,5426,3.5999999999999996,1
600,16063,2358,2.857142857142857,1
601,16064,14936,2.857142857142857,1
602,16064,15112,2.857142857142857,1
603,16064,15724,2.857142857142857,1
604,16060,11750,2.8421052631578947,1
605,16061,10745,2.903225806451613,1
606,16061,11278,2.903225806451613,1
607,16062,11487,2.8272251308900525,1
608,16032,7240,3.6241610738255035,1
609,16063,2069,2.857142857142857,1
610,16063,2280,2.857142857142857,1
611,16064,8786,2.857142857142857,1
612,16060,11816,2.8421052631578947,1
613,16061,11014,2.918918918918919,1
614,16062,12329,2.8272251308900525,1
615,16032,6338,3.6486486486486487,1
616,16063,929,2.857142857142857,1
617,16064,9866,2.857142857142857,1
618,16064,9923,2.857142857142857,1
619,16064,10531,2.857142857142857,1
620,16064,11509,2.857142857142857,1
621,16064,13109,2.857142857142857,1
622,16064,12626,2.857142857142857,1
623,16064,12877,2.857142857142857,1
624,16060,11856,2.8421052631578947,1
625,16060,13140,2.8421052631578947,1
626,16060,14440,2.8421052631578947,1
627,16060,15808,2.8421052631578947,1
628,16060,15823,2.8421052631578947,1
629,16061,10195,2.918918918918919,1
630,16062,13812,2.8272251308900525,1
631,16062,15707,2.8272251308900525,1
632,16062,15776,2.8272251308900525,1
633,16062,15753,2.8272251308900525,1
634,16062,15767,2.8272251308900525,1
635,16032,5495,3.6486486486486487,1
636,16032,5882,3.6486486486486487,1
637,16063,855,2.857142857142857,1
638,16061,9610,2.9347826086956523,1
639,16032,6708,3.6734693877551026,1
640,16032,7077,3.6734693877551026,1
641,16063,47,2.857142857142857,1
642,16061,10728,2.983425414364641,1
643,16061,9621,2.983425414364641,1
644,16061,9723,2.983425414364641,1
645,16032,6813,3.6986301369863015,1
646,16063,16065,2.872340425531915,14775
647,16063,16066,2.872340425531915,5
648,16061,11148,3.0,1
649,16032,5982,3.6986301369863015,1
650,16065,11342,2.872340425531915,1
651,16065,11592,2.872340425531915,1
652,16066,15720,2.872340425531915,1
653,16066,13913,2.872340425531915,1
654,16066,12900,2.872340425531915,1
655,16066,13312,2.872340425531915,1
656,16066,15812,2.872340425531915,1
657,16061,10164,3.0,1
658,16032,6598,3.724137931034482,1
659,16065,9812,2.872340425531915,1
660,16061,16067,3.085714285714286,331
661,16061,16068,3.085714285714286,6
662,16032,6829,3.75,1
663,16065,9699,2.872340425531915,1
664,16067,9800,3.103448275862069,1
665,16068,10170,3.085714285714286,1
666,16032,5347,3.75,1
667,16065,7657,2.872340425531915,1
668,16067,10082,3.121387283236994,1
669,16068,10189,3.085714285714286,1
670,16068,10599,3.085714285714286,1
671,16068,10913,3.085714285714286,1
672,16068,11164,3.085714285714286,1
673,16068,11549,3.085714285714286,1
674,16032,6409,3.776223776223776,1
675,16065,7422,2.872340425531915,1
676,16067,9514,3.13953488372093,1
677,16067,11446,3.13953488372093,1
678,16032,6256,3.802816901408451,1
679,16032,6891,3.802816901408451,1
680,16065,6758,2.872340425531915,1
681,16067,9906,3.1578947368421053,1
682,16032,5512,3.802816901408451,1
683,16032,5697,3.802816901408451,1
684,16065,6475,2.872340425531915,1
685,16067,10346,3.1952662721893494,1
686,16067,10583,3.1952662721893494,1
687,16067,10750,3.1952662721893494,1
688,16032,5905,3.829787234042553,1
689,16065,6015,2.872340425531915,1
690,16065,6141,2.872340425531915,1
691,16067,10617,3.2142857142857144,1
692,16032,5224,3.857142857142857,1
693,16065,5602,2.872340425531915,1
694,16067,10131,3.2142857142857144,1
695,16032,6286,3.884892086330935,1
696,16032,6971,3.884892086330935,1
697,16065,2075,2.872340425531915,1
698,16067,10594,3.2335329341317367,1
699,16032,5377,3.884892086330935,1
700,16065,496,2.872340425531915,1
701,16067,11299,3.253012048192771,1
702,16032,5849,3.91304347826087,1
703,16032,5911,3.91304347826087,1
704,16032,6361,3.91304347826087,1
705,16032,6682,3.91304347826087,1
706,16065,0,2.872340425531915,1
707,16067,10426,3.253012048192771,1
708,16032,5372,3.9416058394160585,1
709,16032,5392,3.9416058394160585,1
710,16032,7217,3.9416058394160585,1
711,16065,16069,2.8877005347593587,14745
712,16065,16070,2.8877005347593587,16
713,16067,9595,3.312883435582822,1
714,16067,11070,3.312883435582822,1
715,16067,11424,3.312883435582822,1
716,16032,7022,3.970588235294118,1
717,16069,16071,2.8877005347593587,14734
718,16069,16072,2.8877005347593587,11
719,16070,8128,2.8877005347593587,1
720,16067,11329,3.3333333333333335,1
721,16032,6321,3.970588235294118,1
722,16071,16073,2.903225806451613,14719
723,16071,16074,2.903225806451613,15
724,16072,85,2.8877005347593587,1
725,16070,16075,2.8877005347593587,7
726,16070,16076,2.8877005347593587,8
727,16067,10589,3.354037267080745,1
728,16032,5792,3.970588235294118,1
729,16073,7251,2.903225806451613,1
730,16073,6826,2.903225806451613,1
731,16073,5180,2.903225806451613,1
732,16073,5660,2.903225806451613,1
733,16074,7805,2.903225806451613,1
734,16074,8304,2.903225806451613,1
735,16072,2002,2.8877005347593587,1
736,16075,8460,2.8877005347593587,1
737,16076,15992,2.8877005347593587,1
738,16067,11323,3.375,1
739,16032,5619,3.970588235294118,1
740,16073,3896,2.903225806451613,1
741,16074,15818,2.903225806451613,1
742,16074,15989,2.903225806451613,1
743,16072,5184,2.8877005347593587,1
744,16075,9708,2.8877005347593587,1
745,16076,15859,2.8877005347593587,1
746,16067,11225,3.3962264150943393,1
747,16032,6664,4.0,1
748,16073,2561,2.903225806451613,1
749,16074,8656,2.903225806451613,1
750,16072,5308,2.8877005347593587,1
751,16075,9207,2.8877005347593587,1
752,16075,9106,2.8877005347593587,1
753,16075,8668,2.8877005347593587,1
754,16075,8882,2.8877005347593587,1
755,16075,9225,2.8877005347593587,1
756,16076,15817,2.8877005347593587,1
757,16067,11125,3.4394904458598727,1
758,16032,6403,4.0,1
759,16073,74,2.903225806451613,1
760,16074,9363,2.903225806451613,1
761,16074,9440,2.903225806451613,1
762,16072,5732,2.8877005347593587,1
763,16076,13918,2.8877005347593587,1
764,16076,11017,2.8877005347593587,1
765,16076,9995,2.8877005347593587,1
766,16076,10167,2.8877005347593587,1
